NUM_DOCUMENTO_STD	FECHA_CREA	FECHA_FINALIZACION	MES_F	MES_F_1	MES_CREA	MES_CREA_1	ANIO_INGRESO	ASUNTO	D_T	INSTITUCION	RESPUESTA	CUERPO	UNIDAD_ORG
E-091173-2020	06-04-2020 09:32:09 AM	16-04-2020 01:16:55 AM	04	ABRIL     	04	ABRIL     	2020	SOLICITA INFORMACIÓN SOBRE ACCIONES PREVISTAS EN LA REGIÓN ANCASH	6	CONGRESO DE LA REPUBLICA	SE DERIVO A MESA DE PARTES VIRTUAL DEL MTC PARA QUE ENVIÉ A SU DESTINATARIO. 	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-092091-2020	13-04-2020 02:55:34 PM	05-06-2020 04:15:30 PM	06	JUNIO     	04	ABRIL     	2020	"SOLICITA OTORGAR SUBSIDIO EXTRAORDINARIO A FAVOR DE PERSONAS QUE REALIZAN ACTIVIDADES DIVERSAS VINCULADAS AL SERVICIO DE TRANSPORTE PÚBLICO
"	38	PCM	CARMEN MARROU GARCIA - SECRETARIA DE COORDINACION - PRESIDENCIA DEL CONSEJO DE MINISTROS	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-091812-2020	09-04-2020 02:59:51 PM	31-08-2020 12:27:29 PM	08	AGOSTO    	04	ABRIL     	2020	SOLICITAN USO DE ESPACIOS DEL ALBERGUE DEL CENTRO DE ALTO RENDIMIENTO DE SURF.	95	MINISTERIO DE SALUD	"SE ENVIO AL MINISTERIO DE SALUD ASUNTO : SOLICITA USOS DE ESPACIO DEL ALBERGUE DEL CENTRO DE ALTO RENDIMIENTO DE SURF

"	NULL	PROYECTO JUEGOS PANAMERICANOS 2019 - DIRECCIÓN EJECUTIVA
E-091857-2020	10-04-2020 12:27:40 PM	16-04-2020 11:17:11 PM	04	ABRIL     	04	ABRIL     	2020	SOLICITO APOYO EN LAS GESTIONES PARA PROGRAMACIÓN DE VUELO CÍVICO; REFERENCIA: OFICIO Nº 392-2020-G-R.AMAZONAS/GR  	3	CONGRESO DE LA REPUBLICA	"DE: MESA DE PARTES [MESADEPARTES@MINDEF.GOB.PE]
ENVIADO: SÁBADO, 11 DE ABRIL DE 2020 18:13
PARA: MESA DE PARTES VIRTUAL MTC
ASUNTO: RE: EXPEDIENTE - HR 091857 
MEDIANTE EL PRESENTE SE DEJA CONSTANCIA QUE SU DOCUMENTO HA SIDO RECIBIDO EN EL MINISTERIO DE DEFENSA Y REGISTRADO EN EL SISTEMA DE TRÁMITE DOCUMENTARIO CON LA HOJA DE TRÁMITE Y LA CLAVE 8311
"	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-092474-2020	15-04-2020 11:35:02 AM	22-04-2020 10:37:26 AM	04	ABRIL     	04	ABRIL     	2020	BANDEJA DIGITAL: REMITE SUGERENCIA PARA EXONERACIÓN DEL PAGO DE PEAJES DURANTE EL ESTADO DE EMERGENCIA NACIONAL, ENTRE OTROS.	5	DESPACHO PRESIDENCIAL	NULL	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-092189-2020	13-04-2020 09:13:23 PM	02-05-2020 08:28:22 PM	05	MAYO      	04	ABRIL     	2020	SOLICITO IMPLEMENTACIÒN DE VUELO HUMANITARIO DE PASAJEROS DE LIMA A TACNA	13	CONGRESO DE LA REPUBLICA	0452-2020-MTC/04 A: JUAN TONCONI QUISPE - GOBERNADOR REGIONAL DE TACNA; 0453-2020-MTC/04 A: HECTOR SIMON MAQUERA CHAVEZ - CONGRESO DE LA REPUBLICA; 0454-2020-MTC/04 A: JORGE LUIS CHAVEZ CRESTA - JEFE INSTITUTO NACIONAL DE DEFENSA CIVIL.	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-092413-2020	14-04-2020 08:01:32 PM	26-05-2020 07:52:51 PM	05	MAYO      	04	ABRIL     	2020	PARTICIPACIÓN DE LAS ASOCIACIONES DE PEQUEÑAS Y MEDIANASEMPRESAS DE TRANSPORTE EN LAS REUNIONES DIRIGIDAS A LA REACTIVACIÓN ECONÓMICA DEL SECTOR TRANSPORTE. 	29	CONGRESO DE LA REPUBLICA	OFICIO DIRIGIDO AL CR MARCO PICHILINGUE, TRAMITADO  A TRAVES DE LA MESA DE PARTES VIRTUAL DEL MTC	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-086198-2020	12-03-2020 09:07:24 AM	09-10-2020 03:46:56 PM	10	OCTUBRE   	03	MARZO     	2020	NOTIFICA DISPOSICIÓN N°03-2019,REFERENTE AL CASO N°3006064501-2019-1795-0	142	MINISTERIO PUBLICO	SE FINALIZA LA PRESENTE HOJA DE RUTA POR CUANTO MEDIANTE ESCRITO DE APERSONAMIENTO SE HA SOLICITADO LA INFORMACIÓN RESPECTO DEL ABONO DE LA REPARACIÓN CIVIL EN FAVOR DEL MTC. GUARDA RELACIÓN CON EL LEGAJO PENAL P-12269-2020	NULL	PROCURADURIA PUBLICA
E-086614-2020	12-03-2020 11:58:07 AM	03-08-2020 04:09:58 PM	08	AGOSTO    	03	MARZO     	2020	REF: CASO N° 1706165000-2019-470-0. MATERIA: HURTO AGRAVADO. 	95	MINISTERIO PUBLICO	CON OFICIO N° 0283-2020-MTC/29.03 DEL 30/07/2020, EL MISMO QUE FUE REMITIDO VÍA CORREO ELECTRÓNICO A LA SRA. FIORELLA ARGOTE, PARA SU RESPECTIVA NOTIFICACIÓN VIRTUAL (30/07/2020)	NULL	DIRECCION GENERAL DE FISCALIZACIONES Y SANCIONES EN COMUNICACIONES-(NUEVO-ROF)
E-086623-2020	12-03-2020 12:00:05 PM	17-08-2020 06:00:16 PM	08	AGOSTO    	03	MARZO     	2020	FISCALIA PROVINCIAL PENAL CORPORATIVA DE TRANSITO Y SEGURIDAD VIAL: SOLICITA EN EL PLAZO DE 48 HORAS EL RECORD VEHICULAR DE CAROS ALBERO BERRU SAAVEDRA. 	105	MINISTERIO PUBLICO	NULL	NULL	DIRECCION DE CIRCULACION VIAL-(NUEVO-ROF)
E-086637-2020	12-03-2020 12:02:41 PM	24-07-2020 05:49:58 PM	07	JULIO     	03	MARZO     	2020	1ERA FISCALIA PROVINCIAL PENAL CORPORATIVA DE CELENDIN: SOLICITA SE REMITA EN EL PLAZO DE 05 DIAS SOBRE EL INFORME SI LA ESTACION DE SERVICIO DE RADIODIFUSION POR TELEVISION EN VHF DENOMINADO MUNCIPALIDAD DISTRITAL DE SUCRE. 	92	MINISTERIO PUBLICO	CON OFICIO N° 1522-2020-MTC/28.01 (20.07.2020) SE DIO ATENCIÓN A LO SOLICITADO. NOTIFICADO EL 24.07.2020.	NULL	DIRECCION DE SERVICIOS DE RADIODIFUSION-(NUEVO-ROF)
E-091955-2020	11-04-2020 08:49:33 PM	23-04-2020 05:06:28 PM	04	ABRIL     	04	ABRIL     	2020	INFORMACIÓN REMITIDA POR EL MTC DE LAS EMPRESAS OPERADORAS DE SERVICIOS PÚBLICOS DE TELECOMUNICACIONES 	8	MINISTERIO DE SALUD	SE COORDINO MEDIANTE CORREO ELECTRÓNICO CON LA OFICINA GENERAL DE TECNOLOGÍAS DE LA INFORMACIÓN DEL MINISTERIO DE SALUD	NULL	DESPACHO VICEMINISTERIAL DE COMUNICACIONES
E-092398-2020	14-04-2020 07:16:29 PM	13-10-2020 05:16:25 PM	10	OCTUBRE   	04	ABRIL     	2020	BANDEJA DIGITAL: REMITE SUGERENCIAS PARA AMPLIACIÓN DE RESTRICCIONES PARA EL TRÁNSITO DE EMBARCACIONES FLUVIALES, EN EL MARCO DEL ESTADO DE EMERGENCIA NACIONAL A CONSECUENCIA DEL BROTE DEL COVID-19.	123	DESPACHO PRESIDENCIAL	INFORME Nº 022-2020-MTC/18.03 HR 097281-2020	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-086315-2020	12-03-2020 09:56:38 AM	28-08-2020 11:59:03 AM	08	AGOSTO    	03	MARZO     	2020	CONDUCCIÓN ESTADO DE EBRIEDAD O DROGADICCIÓN/06 ° FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUÁNUCO/CASO N° 2006014506-2020-223-0/INVESTIGADO ABEL HIDALGO ESTELA	114	MINISTERIO PUBLICO	A CONOCIMIENTO	NULL	PROCURADURIA PUBLICA
E-086311-2020	12-03-2020 09:54:31 AM	28-08-2020 11:45:48 AM	08	AGOSTO    	03	MARZO     	2020	SE REMITE PARA CONOCIMIENTO/CONDUCCIÓN ESTADO DE EBRIEDAD O DROGADICCIÓN/06 ° FISCALIA PENAL CORPORATIVA DE HUÁNUCO/CASO N° 2006014506-2019-1696-0	114	MINISTERIO PUBLICO	SE TOMO CONOCIMIENTO DE LA REMISIÓN	NULL	PROCURADURIA PUBLICA
E-086296-2020	12-03-2020 09:48:32 AM	04-09-2020 10:42:20 AM	09	SEPTIEMBRE	03	MARZO     	2020	SE REMITE PARA CONOCIMIENTO/CONDUCCIÓN ESTADO DE EBRIEDAD DE DROGADICCIÓN /06 ° FISCALIA PROVINCIAL CORPORATIVA DE HUÁNUCO/CASO N° 2006014506-2020-10-0/INVESTIGADO  RODRIGO SEBASTIAN SOTO RIVERA 	119	MINISTERIO PUBLICO	A CONOCIMIENTO	NULL	PROCURADURIA PUBLICA
E-086872-2020	12-03-2020 01:57:53 PM	26-08-2020 02:49:22 PM	08	AGOSTO    	03	MARZO     	2020	"PONE EN CONOCIMIENTO LA DESIGNACIÓN AL SR. EDWARS HERMAN COTRINA CHAVEZ SOBRE LA MODIFICACIÓN DE EQUIPO-CONTROL CONCURRENTE AL PAQUETE ""SERVICIO DE CONSERVACIÓN PARA LA RECUPERACIÓN Y/O REPOSICIÓN DE LA INFRAESTRUCTURA VIAL PAQUETE 03: TRAMO EMP. PE-1N (HUARMEY)-HUAMBA-PT IRMAN-DV. SUCCHA-AIJA-AMP. PE 3N (L=40 KM)"""	112	CONTRALORIA GENERAL DE LA REPUBLICA	"SE TOMA CONOCIMIENTO.
DEBE SER ARCHIVADO EN VISTA QUE ES DE CONOCIMIENTO POR CAMBIO DE COMITE DE OCI
"	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-085431-2020	11-03-2020 02:52:35 PM	11-05-2020 04:14:58 PM	05	MAYO      	03	MARZO     	2020	PARA CONOCIMIENTO Y FINES TRASLADA CARTA S/N DEL SR. VALERIANO LUIS FERNANDEZ CASIMIRO, SOLICITA ATENCION Y SOLUCION A LAS NECESIDADES URGENTES EN LA PROVINCIA DE OCROS ANACASH. 	40	PCM	SE TOMO CONOCIMIENTO CON EL PROVEIDO 01370-2020-MTC/21.DE  CON FECHA 13/03/2020.	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-086575-2020	12-03-2020 11:36:47 AM	26-03-2020 05:33:50 PM	03	MARZO     	03	MARZO     	2020	REF. OFICIO N° 082-2020-MTC/29.03. SE DESIGNA A FISCALES PARA QUE REALICEN LAS COORDINACIONES RESPECTO A FORMULAR PROTOCOLOS DE ACTUACIÓN CONJUNTA. 	10	MINISTERIO PUBLICO	SE TOMO CONOCIMIENTO Y ARCHIVO	NULL	DIRECCION GENERAL DE FISCALIZACIONES Y SANCIONES EN COMUNICACIONES-(NUEVO-ROF)
E-079489-2020	06-03-2020 03:20:01 PM	27-07-2020 04:52:16 PM	07	JULIO     	03	MARZO     	2020	SEGUNDA FISCALIA PROVINCIAL PENAL CORPORATIVA: SOLICITA UN INFORME DE RECORD DE PAPELETAS E INFRACCIONES.	96	MINISTERIO PUBLICO	SE PROCEDE A FINALIZAR EN MERITO AL DOCUMENTO CONSIGNADO LINEAS ARRIBA	NULL	DIRECCION DE CIRCULACION VIAL-(NUEVO-ROF)
E-088182-2020	13-03-2020 12:02:03 PM	16-06-2020 08:59:12 PM	06	JUNIO     	03	MARZO     	2020	CONVOCAN A REUNION  DE COORDINACION DEL GRUPO DE TRABAJO DENOMINADO MESA DE DIALOGO PARA EL DESARROLLO SOSTENIBLE DE LA PROVINCIA DE ESPINAR, DEPARTAMENTO DE CUSCO. SE LLEVARA A CABO EL 19.03.2020	64	PCM	SE REMITIÓ EL OFICIO 0361-2020-MTC/04 DIRIGIDO A LA MUNICIPALIDAD PROVINCIAL DE ESPINAR	NULL	OFICINA DE DIALOGO Y GESTION SOCIAL-(NUEVO-ROF)
E-086986-2020	12-03-2020 02:54:01 PM	17-08-2020 09:43:24 AM	08	AGOSTO    	03	MARZO     	2020	TRASLADA EL EXP. 20-0005361 DE GONZALO SAUL BURGA BENAVIDES DUBPREFECTO PROVINCIAL DE HUALGAYOC,Y EL EXP. 20-0005395 DE CARLOS FELIZ NUÑEZ BARRIGA GERENTE GENERAL DE TRANSERVICE CONSULTORES SAC	105	PCM	SE ATENDIÓ CON OFICIO 0290-2020-MTC/12.08	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-086540-2020	12-03-2020 11:18:49 AM	12-03-2020 03:21:58 PM	03	MARZO     	03	MARZO     	2020	FALTA DE COBERTURA DE SERVICIOS DE TELECOMUNICACIONES EN ZONAS FRONTERIZAS.	0	DEFENSORIA DEL PUEBLO	"CON REGISTRO E-406983-2019.
SE ARCHIVA"	NULL	DESPACHO VICEMINISTERIAL DE COMUNICACIONES
E-086978-2020	12-03-2020 02:51:29 PM	05-08-2020 07:53:43 AM	08	AGOSTO    	03	MARZO     	2020	TRASLADA EL EXP. 20-0005642 DE MATIAS FELIX PAULINO LOPEZ, SOLICITA REAPERTURA DEL SERVICIO DE TRANSPORTE FERROVIARIO QUE CONECTA LAS LOCALIDADES DE HUANCAYO-LIMA	97	PCM	"SEÑOR 
MATÍAS FÉLIX PAULINO LÓPEZ
CC: DESPACHO PRESIDENCIAL 
TRAMITADO A TRAVÉS DEL SERVICIO DE NOTIFICACIONES
"	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-086275-2020	12-03-2020 09:39:17 AM	09-10-2020 03:10:29 PM	10	OCTUBRE   	03	MARZO     	2020	NOTIFICA DISPOSICIÓN N°02-2020, REFERENTE AL CASO N° 3006014501-2020-105-0	142	MINISTERIO PUBLICO	SE HA FINALIZADO LA PRESENTE HOJA DE RUTA POR CUANTO MEDIANTE ESCRITO DE APERSONAMIENTO SE HA PEDIDO INFORMACIÓN RESPECTO DE ABONO DE REPARACIÓN CIVIL. GUARDA RELACIÓN CON EL LEGAJO PENAL P-3995-2020	NULL	PROCURADURIA PUBLICA
E-080577-2020	09-03-2020 10:03:03 AM	10-07-2020 06:24:39 PM	07	JULIO     	03	MARZO     	2020	SOLICITA INFORMACIÓN DE LA CONCESIÓN DEL PROYECTO RED DORSAL NACIONAL DE FIBRA ÓPTICA: COBERTURA UNIVERSAL NORTE, SUR Y CENTRO.	85	CONTRALORIA GENERAL DE LA REPUBLICA	NULL	NULL	DIRECCION GENERAL DE PROGRAMAS Y PROYECTOS DE COMUNICACIONES-(NUEVO-ROF)
E-082515-2020	10-03-2020 10:03:43 AM	07-10-2020 03:22:23 PM	10	OCTUBRE   	03	MARZO     	2020	LA FISCALIA SUPRAPROVINCIAL CORPORATIVA: SOLICITA EN UN PLAZO DE 5 DÍAS HÁBILES COPIAS FEDATEADAS DEL OFICIO N°026-2010-MTC/02 Y OTROS.	144	MINISTERIO PUBLICO	"MEDIANTE MEMO 3782-2020-MTC/19 SE TRASLADA EL INFORME 1274-2020MTC/19.02 QUE ADJUNTA LAS COPIAS FEDATEADAS QUE COMPETEN A LA DGPPT, DE ACUERDO A LO SOLICITADO POR LA FISCALÍA
EL DOCUMENTO ESTA ATENDIDO CON LA HOJA DE RUTA E-188559-2020"	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-086210-2020	12-03-2020 09:12:19 AM	09-10-2020 03:44:24 PM	10	OCTUBRE   	03	MARZO     	2020	NOTIFICA DISPOSICIÓN N° 01-2020, REFERENTE AL CASO N° 3006064501-2020-399-0	142	MINISTERIO PUBLICO	SE FINALIZA LA PRESENTE HOJA DE RUTA POR CUANTO MEDIANTE ESCRITO DE APERSONAMIENTO SE HA SOLICITADO LA INFORMACIÓN RESPECTO DEL ABONO DE LA RELPARACIÓN CIVIL EN FAVOR DEL MTC. GUARDA RELACIÓN CON EL LEGAJO PENAL P-12270-2020	NULL	PROCURADURIA PUBLICA
E-083067-2020	10-03-2020 12:19:00 PM	10-06-2020 07:45:07 PM	06	JUNIO     	03	MARZO     	2020	REMITE ACTA DE AUDIENCIA DE APLICACIÓN DEL PRINCIPIO DE OPORTUNIDAD (CASO NRO. 2506014504-2020-420-0)	63	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-084750-2020	11-03-2020 10:06:11 AM	03-06-2020 05:49:58 PM	06	JUNIO     	03	MARZO     	2020	LA FISCALIA SUPRAPROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCIÓN TERCER DESPACHO-EQUIPO ESPECIAL: PONE EN CONOCIMIENTO REALIZAR UNA CONSTATACION FISCAL PARA EL DÍA 17-03-2020 DENTRO DE LAS INSTALACIONES DEL MTC.	57	MINISTERIO PUBLICO	NULL	NULL	SECRETARIA GENERAL
E-078593-2020	06-03-2020 09:40:50 AM	03-06-2020 12:45:42 AM	06	JUNIO     	03	MARZO     	2020	TRASLADA EL EXP. 20-0005084 DE MARIO OTINIANO GONZALEZ, EL CUAL REITERA SOLICITUD DE INVESTIGACIÓN DE PRESUNTAS IRREGULARIDADES EN LA GERENCIA DE OBRAS DE PROVIAS.	60	PCM	"ASIGNADO
DURAN NEYRA MIGUEL AUGUSTO (G.OBRAS)
13-03-2020   EXP.PVD.E012007691"	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-083050-2020	10-03-2020 12:15:43 PM	10-06-2020 07:56:50 PM	06	JUNIO     	03	MARZO     	2020	REMITE ACTA DE AUDIENCIA DE APLICACIÓN DEL PRINCIPIO DE OPORTUNIDAD (CASO NRO. 2506014504-2020-258-0)	63	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-079689-2020	06-03-2020 04:17:31 PM	10-06-2020 10:46:32 AM	06	JUNIO     	03	MARZO     	2020	SOLICITA SE CONVOQUE  A REUNION  -INFORMATIVA ENTRE FUNCIONARIOS DEL SECTOR CON EL ALCALDE DISTRITAL DE SANTIAGO. SE LLEVARA A CABO EL  	65	PCM	DEBIDO AL ESTADO DE EMERGENCIA Y EL AISLAMIENTO SOCIAL OBLIGATORIO, NO SE PODRÁ CONCRETAR UNA REUNIÓN PRESENCIAL. SE COORDINARÁ CON LA MENCIONADA MUNICIPALIDAD A FIN DE RECOGER SUS REQUERIMIENTOS Y TRASLADARLOS A LAS ÁREAS CORRESPONDIENTES. EN CASO QUE NO SE CONCRETE UNA REUNIÓN VIRTUAL Y/O LA ATENCIÓN DEL CASO, SE RETOMARÁ LAS COORDINACIONES UNA VEZ CULMINADO EL ESTADO DE EMERGENCIA Y EL AISLAMIENTO SOCIAL OBLIGATORIO.	NULL	OFICINA DE DIALOGO Y GESTION SOCIAL-(NUEVO-ROF)
E-079699-2020	06-03-2020 04:20:59 PM	21-08-2020 07:40:02 AM	08	AGOSTO    	03	MARZO     	2020	INFORMAN SOBRE CUMPLIMIENTO DE PUBLICACION DEL DECRETO SUPREMO N° 016-2020-PCM 	113	PCM	SE TOMO CONOCIMIENTO Y SE ARCHIVA, POR INDICACIÓN DEL SR. PERCY SOTO	NULL	SECRETARIA GENERAL
E-079722-2020	06-03-2020 04:26:25 PM	29-07-2020 01:45:04 PM	07	JULIO     	03	MARZO     	2020	REMITE COPIA FEDATEADA DE DECRETO SUPREMO N° 027 Y 029-2020-PCM DE FECHAS 18 Y 19 DE FEBRERO DEL 2020	96	PCM	NULL	NULL	SECRETARIA GENERAL
E-085215-2020	11-03-2020 01:18:26 PM	03-08-2020 11:14:18 AM	08	AGOSTO    	03	MARZO     	2020	FISCALIA SUPRAPRONVINCIAL CORPORATIVA: SOLICITA INFORME DE EMPRESAS CONSTRUCTORAS EN EL PLANO DE 5 DIAS.	96	MINISTERIO PUBLICO	NULL	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-080420-2020	09-03-2020 08:58:03 AM	18-06-2020 11:32:45 AM	06	JUNIO     	03	MARZO     	2020	NOTIFICA DISPOSICIÓN N° 03-2020, REFERENTE AL CASO N° 30.06074500-2019-333-0	70	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-081448-2020	09-03-2020 03:18:54 PM	10-11-2020 04:57:44 PM	11	NOVIEMBRE 	03	MARZO     	2020	PARA CONOCIMIENTO Y FINES TRASLADA OFICIO N° 000238-2020-DP/SSG-OACGD DE LA SUBSECRETARIA GENERAL DP , TRASLADA COMUNICACION DEL SINDICATO UNICO DE CONDUCTORES PROFESIONALES DEL PERU. SOBRE PROBEMATICA DE LOS CONDUCTORES. 	167	PCM	NULL	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-081452-2020	09-03-2020 03:20:23 PM	31-07-2020 05:46:03 PM	07	JULIO     	03	MARZO     	2020	PARA CONOCIMIENTO Y FINES TRASLADA OFICIO N° 186-2020-MINDEF/DM DEL MINDEF, SOBRE PROYECTO DE DECRETO SUPREMO QUE APRUEBA LA ACTUALIZACION DEL PLAN NACIONAL DE DESARROLLO PORTUARIO. 	97	PCM	NULL	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-088265-2020	13-03-2020 12:37:51 PM	28-08-2020 11:59:02 AM	08	AGOSTO    	03	MARZO     	2020	CONDUCCIÓN ESTADO DE EBRIEDAD O DROGADICCIÓN/02 ° FISCALIA PROVINCIAL PENAL CORPORATIVA DE AMBO /CASO N° 2006024502-2020-246-0/-1622-0/INVESTIGADO ERIK GOÑI SALDIVAR	113	MINISTERIO PUBLICO	A CONOCIMIENTO	NULL	PROCURADURIA PUBLICA
E-088083-2020	13-03-2020 11:18:44 AM	01-05-2020 02:53:49 PM	05	MAYO      	03	MARZO     	2020	"BANDEJA DIGITAL: PROYECTO  DE INVERSION : ""CONSTRUCCION DEL ANILLO VIAL PERIFERICO DE LA CIUDAD DE LIMA Y CALLAO "" , CON CODIGO  UNICO 2408189"	32	MINISTERIO DE ECONOMIA Y FINANZAS	SE PROCEDE A FINALIZAR POR MULTIPLICIDAD DE OFICIO, EL PRESENTE DOCUMENTO SE REGISTRÓ CON E-088089-020	NULL	NULL
E-081371-2020	09-03-2020 02:46:28 PM	17-06-2020 12:45:16 PM	06	JUNIO     	03	MARZO     	2020	1° FISCALIA PROVINCIAL PENAL CORPORATIVA DE LAMBAYEQUE: REF CASO N °2406054501-2018-2025-0. MATERIA HURTO AGRAVADO	69	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-081383-2020	09-03-2020 02:51:11 PM	07-08-2020 10:36:09 AM	08	AGOSTO    	03	MARZO     	2020	FISCALIA ´ROVINCIAL PENAL DE RECUAY: REF CASO N °13061545002019-594-0. MATERIA HURTO AGRAVADO. 	102	MINISTERIO PUBLICO	SE ATIENDE CON OF. 0988-2020	NULL	DIRECCION GENERAL DE FISCALIZACIONES Y SANCIONES EN COMUNICACIONES-(NUEVO-ROF)
E-083170-2020	10-03-2020 12:50:55 PM	09-06-2020 03:38:29 PM	06	JUNIO     	03	MARZO     	2020	REMITE ACATA DE AUDIENCIA DE APLICACIÓN DEL PRINCIPIO DE OPORTUNIDAD (CASO NRO. 2506014506-2020-160-0)	62	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-084717-2020	11-03-2020 09:58:30 AM	12-11-2020 09:31:40 AM	11	NOVIEMBRE 	03	MARZO     	2020	TRASLADA SOLICITUD QUE SE INVESTIGUEN PRESUNTAS IRREGULARIDADES EN CONTRATACIÓN SUSCRITA POR PROVIAS NACIONAL Y CONSTRUCTORA SAN JOSÉ, . REMITE: JOSÉ EFRAÍN RAMOS JARA. 	167	DESPACHO PRESIDENCIAL	SE DIO RESPUESTA AL INTERESADO 	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-087664-2020	12-03-2020 06:13:25 PM	04-09-2020 06:38:42 PM	09	SEPTIEMBRE	03	MARZO     	2020	REMITE INFORMACIÓN RELATIVA AL CUMPLIMIENTO DE LOS COMPROMISOS DE INVERSIÓN Y OTRAS OBLIGACIONES DE LOS CONTRATOS SUPERVISADOS POR PRONATEL AL 1ER TRIMESTRE DEL AÑO 2020. 	119	MINISTERIO DE ECONOMIA Y FINANZAS	CON OFICIO N° 1295-2020-MTC/24 + INFORME 472-2020-MTC/24-DSP	NULL	PROGRAMA NACIONAL DE TELECOMUNICACIONES - DIRECCIÓN EJECUTIVA
E-080712-2020	09-03-2020 10:42:28 AM	17-06-2020 05:33:43 PM	06	JUNIO     	03	MARZO     	2020	REMITE DISPOSICIÓN FISCAL NÚMERO UNO, ABSTENCIÓN DEL EJERCICIO DE LA ACCIÓN PENAL (CASO NRO. 2506014504-2020-483-0)	69	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-080724-2020	09-03-2020 10:45:38 AM	17-06-2020 03:53:28 PM	06	JUNIO     	03	MARZO     	2020	REMITE DISPOSICIÓN FISCAL NÚMERO UNO, ABSTENCIÓN DEL EJERCICIO DE LA ACCIÓN PENAL (CASO NRO. 2506014504-2020-482-0)	69	MINISTERIO PUBLICO	NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)	NULL	PROCURADURIA PUBLICA
E-080756-2020	09-03-2020 10:54:13 AM	17-06-2020 02:50:59 PM	06	JUNIO     	03	MARZO     	2020	REMITE DISPOSICIÓN FISCAL NÚMERO UNO, ABSTENCIÓN DEL EJERCICIO DE LA ACCIÓN PENAL (CASO NRO. 2506014504-2020-481-0)	69	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-087837-2020	13-03-2020 09:37:24 AM	30-08-2020 06:15:18 PM	08	AGOSTO    	03	MARZO     	2020	TRASLADA EL EXP. 20-0005675 DE FREDDY YAMUNAQUE MIRANDA Y EL EXP. 20-0005704 DE JHAN CLERK NICANOR TOLEDO PALOMINO PRESIDENTE DE DIRECTORIO DE LA ASOC. PERUANA DE VEHÍCULOS ELÉCTRICOS Y ALTERNATIVOS 	113	PCM	SE CONCEDIÓ AUDIENCIA AL ADMINISTRADO SEGÚN LO SOLICITAD	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
